Vendor,Model,Version,Date,Checksum,Description,Download
TpLink,Archer C59,Archer C59(EU)_V2_220117,2022-06-10,,Modifications and Bug Fixes: 1. Updating cloud Services. 2. Enhance device security. Notes: For Archer C59(EU) V2.,https://static.tp-link.com/upload/firmware/2022/202206/20220610/Archer C59(EU)_V2_220117.zip
TpLink,Archer C59,Archer C59(EU)_V2_220117,2022-01-18,,Release note： Fixed a NetUSB-protocol vulnerability.,https://static.tp-link.com/upload/firmware/2022/202201/20220118/Archer C59(EU)_V2_220117.zip
TpLink,Archer C59,Archer C59(EU)_V2_161206,2016-12-06,,Modifications and Bug Fixes: First Firmware released.,https://static.tp-link.com/Archer C59(EU)_V2_161206.zip
TpLink,Archer A7,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer A7,USB_Printer_Controller_Utility_Windows.,2021-05-18,,,https://static.tp-link.com/2021/202105/20210518/USB_Printer_Controller_Utility_Windows.zip
TpLink,Archer A7,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer A7,USB_Printer_Controller_Utility_Windows,2017-12-25,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer A7,Archer A7(EU)_V5_1.2.1 Build 20220714,2022-11-08,,Modifications and Bug Fixes 1.Fixed the bug that IPV6 automatically turn on after reboot 2.Fixed the bug that Dyndns resolution failure. 3.Optimize the delay of tether remote management devices 4.Enhance device security. Notes: For Archer A7 EU V5.0,https://static.tp-link.com/upload/firmware/2022/202211/20221108/Archer A7(EU)_V5_220714.zip
TpLink,Archer A7,Archer A7(EU)_V5_211210,2022-05-11,,Modifications and Bug Fixes 1. Fixed a bug that caused the parental control to vary by one hour after daylight saving time was enabled. 2. Fixed a bug that cause the internet to unstable when using the dynamic IP under certain circumstances.,https://static.tp-link.com/upload/firmware/2022/202205/20220511/Archer A7(EU)_V5_211210.zip
TpLink,Archer A7,Archer A7(EU)_V5_211022,2022-01-05,,Modifications and Bug Fixes 1. Update some component versions of devices; 2. Enhance device security.,https://static.tp-link.com/upload/firmware/2022/202201/20220105/Archer A7(EU)_V5_211022.zip
TpLink,Archer C6U,Archer C6U(EU)_V1_1.0.7 Build 20230829,2023-08-31,,This update is recommended for all users and provides important security updates. Modifications and Bug Fixes 1. Enhance device security; 2. Improve the stability of the equipment.,https://static.tp-link.com/upload/firmware/2023/202308/20230831/Archer C6U(EU)_V1_230829.zip
TpLink,Archer C6U,Archer C6U(EU)_V1_1.0.6 Build 20220223,2022-07-29,,Modifications and Bug Fixes: 1. Upgrade the Dropbear version; 2. Upgrade the OpenVPN version; 3. Enhance the stability and compatibility of WAN; 4. Enhance device security 5. Enhance wireless stability 6. Fixed the bug that WAN stability caused by GARP; 7. Fixed a bug that caused the parental control take effect an hour earlier when daylight saving time started; 8. Fixed the bug  that WPS functionality would not work in certain cases. 9. Fixed the bug that static routing cannot set 0.0.0.0 as gateway. 10. Fixed the bug that repeatedly printing invalid information in system log. Notes: For Archer C6U(EU) V1.,https://static.tp-link.com/upload/firmware/2022/202207/20220729/Archer C6U(EU)_V1_220223.zip
TpLink,Archer C6U,Archer C6U(EU)_V1_201230,2021-02-19,,Modifications and Bug Fixes: 1. Add the OneMesh function; 2. Add the WPA3 encryption. Notes: For Archer C6U(EU) V1.,https://static.tp-link.com/2021/202102/20210219/Archer C6U(EU)_V1_201230.zip
TpLink,Archer C8,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C8,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C8,USB_Printer_Controller_Utility_Windows,2017-03-14,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C7,USB_Printer_Controller_Utility_Windows...,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/USB_Printer_Controller_Utility_Windows.zip
TpLink,Archer C7,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C7,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C7,Archer C7(EU)_V5_1.2.1 Build 20220715,2022-11-08,,Modifications and Bug Fixes 1.Fixed the bug that IPV6 automatically turn on after reboot 2.Fixed the bug that Dyndns resolution failure. 3.Optimize the experience of using tether APP 4.Enhance device security. Notes: For Archer C7 EU V5.0,https://static.tp-link.com/upload/firmware/2022/202211/20221108/Archer C7(EU)_V5.0_220715.zip
TpLink,Archer C7,Archer C7(EU)_V5_211210,2022-02-07,,Modifications and Bug Fixes: Fixed a NetUSB-protocol vulnerability.,https://static.tp-link.com/upload/firmware/2022/202202/20220207/Archer C7(EU)_V5_211210.zip
TpLink,Archer C7,Archer C7(EU)_V5_211022,2022-01-05,,Modifications and Bug Fixes 1. Update some component versions of devices; 2. Enhance device security.,https://static.tp-link.com/upload/firmware/2022/202201/20220105/Archer C7(EU)_V5_211022.zip
TpLink,Touch P5,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Touch P5,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Touch P5,USB_Printer_Controller_Utility_Windows,2016-11-08,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Touch P5,Touch_P5_v1_151013,2015-10-13,,Modifications and Bug Fixes: New Features/Enhancement： Enhanced the security mechanism of USB sharing module. Improved the display of WPS processing. Bug Fixed： Fixed the bug that multicast stream failure in PPPoE connection mode. Notes: For TouchP5_V1,https://static.tp-link.com/res/down/soft/Touch_P5_v1_151013.zip
TpLink,Touch P5,Touch P5_V1_150709,2015-07-09,,Modifications and Bug Fixes: First firmware released. Notes: For Touch P5 v1,https://static.tp-link.com/res/down/soft/Touch_P5_v1_150709.zip
TpLink,Archer C1900,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C1900,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C1900,USB_Printer_Controller_Utility_Windows,2017-03-24,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C88,Archer C88(EU)_V2.2_1.12.11 Build 230602,2023-06-30,,First firmware released.,https://static.tp-link.com/upload/firmware/2023/202306/20230630/Archer C88(EU)_V2.2_230602.zip
TpLink,Archer C80,Archer C80(EU)_V2.20_1.13.2 Build 230824,2023-10-30,,"Modifications: 1.Added support for DoH. 2.Added support for Alexa 3.Added support for HTTPS access. 4.Added IoT network and IoT security. 5.Optimized the guest network, supports Access Time Control and Bandwidth Control. 6.Optimized the easymesh, supports upgrading multiple devices at the same time. 7.Optimized the UI. Bug Fixed: 1.Fixed several bugs related to IPTV. 2.Fixed several UI bugs. 3.Fixed the bug that the pin doesn't work under certain scenarios. 4.Fixed a compatibility bug with certain intel network cards. 5.Fixed the bug that router can't be accessed remotely via tether. Note: You will be unable to downgrade to the previous firmware version after updating this firmware.",https://static.tp-link.com/upload/firmware/2023/202310/20231030/Archer C80(EU)_V2.2_230824.zip
TpLink,Archer C80,Archer C80(EU)_V2.20_1.13.1 Build 230609,2023-08-14,,"Modifications: Added support for DoH. Added support for Alexa Added support for HTTPS access. Added IoT network and IoT security. Optimized the guest network, supports Access Time Control and Bandwidth Control. Optimized the easymesh, supports upgrading multiple devices at the same time. Optimized the UI. Bug Fixed: Fixed several bugs related to IPTV. fixed several UI bugs. Fixed the bug that the pin doesn't work under certain scenarios. Fixed a compatibility bug with certain intel network cards.",https://static.tp-link.com/upload/firmware/2023/202308/20230814/Archer C80(EU)_V2.2_230609.zip
TpLink,Archer C80,Archer C80(EU)_V2.2_1.12.10 Build 230208,2023-03-30,,Modification: 1.  Enhance device security. Notes: For Archer C80(EU) 2.20,https://static.tp-link.com/upload/firmware/2023/202303/20230330/Archer C80(EU)_V2.2_230208.zip
TpLink,Archer A8,Archer A8(EU)_V2.20_1.13.2 Build 230824,2023-11-17,,"Modifications: 1.Added support for DoH. 2.Added support for Alexa 3.Added support for HTTPS access. 4.Added IoT network and IoT security. 5.Optimized the guest network, supports Access Time Control and Bandwidth Control. 6.Optimized the easymesh, supports upgrading multiple devices at the same time. 7.Optimized the UI. Bug Fixed: 1.Fixed several bugs related to IPTV. 2.Fixed several UI bugs. 3.Fixed the bug that the pin doesn't work under certain scenarios. 4.Fixed a compatibility bug with certain intel network cards. 5.Fixed the bug that router can't be accessed remotely via tether. Note: You will be unable to downgrade to the previous firmware version after updating this firmware.",https://static.tp-link.com/upload/firmware/2023/202311/20231117/Archer A8(EU)_V2.2_230824.zip
TpLink,Archer A8,Archer A8(EU)_V2.20_1.13.1 Build 230609,2023-08-14,,"Modifications: Added support for DoH. Added support for Alexa Added support for HTTPS access. Added IoT network and IoT security. Optimized the guest network, supports Access Time Control and Bandwidth Control. Optimized the easymesh, supports upgrading multiple devices at the same time. Optimized the UI. Bug Fixed: Fixed several bugs related to IPTV. fixed several UI bugs. Fixed the bug that the pin doesn't work under certain scenarios. Fixed a compatibility bug with certain intel network cards.",https://static.tp-link.com/upload/firmware/2023/202308/20230814/Archer A8(EU)_V2.2_230609.zip
TpLink,Archer A8,Archer A8(EU)_V2.2_1.12.10 Build 230208,2023-04-04,,Modification: 1.  Enhance device security. Notes: For Archer A8(EU) 2.20,https://static.tp-link.com/upload/firmware/2023/202304/20230404/Archer A8(EU)_V2.2_230208.zip
TpLink,Archer A9,Archer A9(EU)_V6_210315,2021-06-10,,"Modifications and Bug Fixes: 1. Optimized acceleration logic, improved the performance; 2. Fixed the vulnerabilities of modules, enhanced device security; 3. Optimized the parental control function, Expanded the URL filter entry in the parental control to 64; 4. Fixed the bug that the Tether changes to router device names did not take effect; 5. Improved Internet connection stability; 6. Optimized IPv6 module; 7. Expended the entry in Address Reservation to 64. Notes: For Archer A9 EU V6.",https://static.tp-link.com/firmware/2021/202106/20210610/Archer A9(EU)_V6_210315.zip
TpLink,Archer A9,Archer A9(EU)_V6_200114,2020-03-23,,New features/Enhancements: 1. Added WPA3 encryption support. 2. Added GDPR support. 3. Improved SmartConnect mechanism.,https://static.tp-link.com/2020/202003/20200323/Archer A9(EU)_V6_200114.zip
TpLink,Archer A9,Archer A9(EU)_V6_190226,2019-04-12,,Enhancements: Improved the stability and performance of the device.,https://static.tp-link.com/2019/201904/20190412/Archer A9(EU)_V6_20190226.zip
TpLink,Archer C2300,Archer C2300(EU)_V2_1.1.3 Build 20230906,2023-09-18,,Note: Enhanced homecare stability; Optimized system stability.,https://static.tp-link.com/upload/firmware/2023/202309/20230918/Archer C2300(EU)_V2_230906.zip
TpLink,Archer C2300,Archer C2300(EU)_V2_1.1.2 Build 20230830,2023-08-31,,This update is recommended for all users and provides important security updates. Modifications and Bug Fixes 1. Enhance device security; 2. Improve the stability of the equipment.,https://static.tp-link.com/upload/firmware/2023/202308/20230831/Archer C2300(EU)_V2_230830.zip
TpLink,Archer C2300,Archer C2300(EU)_V2_200918,2020-11-12,,Modifications and Bug Fixes: New Features/Enhancement: Enhance the wireless security. Bug fixes: 1. Fix the Bug that cannot login the web interface with https on Mac OS. 2. Fixed the Bug that cannot login the web interface with a long password. Notes: For Archer C2300(EU) V2.,https://static.tp-link.com/2020/202011/20201112/Archer C2300(EU)_V2_200918.zip
TpLink,Archer C9,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C9,USB_Printer_Controller_Utility_Windows.,2021-05-18,,,https://static.tp-link.com/2021/202105/20210518/USB_Printer_Controller_Utility_Windows.zip
TpLink,Archer C9,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C9,USB_Printer_Controller_Utility_Windows,2017-02-15,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C9,Archer C9(EU)_V5_1.2.5 Build 20220429,2022-09-13,,Bug Fixes: 1.Fixed KCODES-related security vulnerability PSV-2021-2090. Notes: 1.For Archer C9(EU)5.0 2.Update cloud SSL certificate,https://static.tp-link.com/upload/firmware/2022/202209/20220913/Archer C9(EU)V_5.0_220429.zip
TpLink,Archer C9,Archer C9(EU)_V5_190403,2019-04-15,,Enhancements: Improved the stability and performance of the device.,https://static.tp-link.com/2019/201904/20190415/Archer C9(EU)_V5_190403.zip
TpLink,Archer C9,Archer C9(EU)_V5_180423,2018-06-01,,"New Features/Enhancement 1. Added Alexa & IFTTT function 2. Improved the performance of IPv6 3. Improved the AP mode 4. Improved the NTP function Bug Fixed 1. Fixed the bug that sometimes the router fails to recognize the USB disk 2. Fixed the bug that the UPNP function might not work when use PPPoE, L2TP or PPTP connection 3. Fixed some UI error",https://static.tp-link.com/2018/201806/20180601/Archer C9(EU)_V5_180423.zip
TpLink,Archer A20,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C2600,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C2600,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C2600,USB_Printer_Controller_Utility_Windows,2016-11-04,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C2600,Archer C2600(UN)_V1_170306,2017-03-06,,Modifications and Bug Fixes: Bug Fixed 1. Fixed the bug that wired connection would disconnect sometimes. 2. Fixed the bug that the router may crash when upgrading with USB devices. Notes: 1. For Archer C2600(UN)_V1. 2. It is NOT suggested to upgrade firmware which is not from your local TP-Link official website. Please click here to choose the purchase location for your TP-Link device and download the most suitable firmware version.,https://static.tp-link.com/Archer C2600(UN)_V1_170306.zip
TpLink,Archer C2600,Archer C2600(UN)_V1_160902,2016-09-02,,"Modifications and Bug Fixes: New Features/Enhancement： 1. Added PPTP and OpenVPN server function. 2. This firmware is a Multi-language version, including Dutch,Swedish,Norwegian,Danish,German and English. 3. Added Auto option to Dynamic IP and PPPoE of IPv6 function. Bug Fixed： 1. Fixed the bug that when disable UPnP function the UPnP Service List will still create an entry after the router reboot if the PC is running the uTorrent. Notes: 1. For Archer C2600_V1. 2. Your device's configuration won't be lost after upgrading, which means you need not to configure your device again. 3. It is NOT suggested to upgrade firmware which is not for your region. If this site is not for your region, please click here to choose your own region and download the most suitable firmware version.",https://static.tp-link.com/Archer_C2600_V1_160902_1475196820201r.zip
TpLink,Archer C2600,Archer C2600_V1_150924,2015-09-24,,"Modifications and Bug Fixes: Bug Fixed: Fixed the bug that IPv6 dial-up failure when using IPTV. Notes: Notes: For Archer C2600_V1 Your device’s configuration will be lost after upgrading, it's recommended to backup configuration settings before upgrading.",https://static.tp-link.com/res/down/soft/Archer_C2600_V1_150924.zip
TpLink,Archer C4000,Archer C4000(EU)_V3_1.0.6 Build 20231010,2023-11-01,,Bug Fixed: Fixed a display bug when accessing the web UI on mobile devices.,https://static.tp-link.com/upload/firmware/2023/202311/20231101/Archer C4000(EU)_V3_231010.zip
TpLink,Archer C4000,Archer C4000(EU)_V3_1.0.5 Build 20230906,2023-09-15,,Fixed the bug that parental control doesn't take effect.,https://static.tp-link.com/upload/firmware/2023/202309/20230915/Archer C4000(EU)_V3_230906.zip
TpLink,Archer C4000,Archer C4000(EU)_V3_1.0.4 Build 20230727,2023-08-31,,This update is recommended for all users and provides important security updates. Modifications and Bug Fixes 1. Enhance device security; 2. Improve the stability of the equipment; 3. Optimize the speedtest function.,https://static.tp-link.com/upload/firmware/2023/202308/20230831/Archer C4000_V3_230727.zip
TpLink,Archer C3200,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C3200,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C3200,USB_Printer_Controller_Utility_Windows,2016-11-01,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C3200,Archer C3200(EU)_V1_160712,2016-07-12,,"Modifications and Bug Fixes: New Features/Enhancement： 1. Optimized the transmit power for the clients just support 20MHz when the 2.4GHz wireless channel bandwidth is set up as 40MHz on the web page. 2. Improved the 2.4GHz  wireless channel automatic selection mechanism to avoid sideband. 3. Improved the Parental Control function. 4. This firmware is a Multi-language version, including English, German, Italian, French, Spanish, Dutch, Portuguese, Danish, Finnish, Norwegian, Swedish, TC, Vietnamese, Russian, Polish. Bug Fixed： 1. Fixed the bug that PPPoE can't dial-up through ISP Plusnet 2. Fixed the bug that PPTP dial up may fail under some conditions. 3. Fixed the bug that Mac clone function wouldn't work after restarting the device. Notes: 1. For Archer C3200(EU)_V1 2. The router will reset after upgrading this firmware, and the configure file of old firmware can be used in this firmware. 3. The EU firmware was specialized for CE certification and can't be downgraded to other version, please click here for choosing your region and selecting the most suitable firmware version to upgrade.",https://static.tp-link.com/res/down/soft/Archer_C3200(EU)_V1_160712.zip
TpLink,Archer C3200,Archer_C3200_V1_150831,2015-08-31,,Modifications and Bug Fixes: New Features/Enhancement: 1. Improved IPTV function; 2. Optimized the mechanism of smart connect function. Notes: For Archer C3200 V1,https://static.tp-link.com/res/down/soft/Archer_C3200_V1_150831.zip
TpLink,AD7200,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,AD7200,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,AD7200,USB_Printer_Controller_Utility_Windows,2017-02-15,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,AD7200,AD7200(EU)_V2_2.0.2 Build 20210430,2022-07-20,,Release note: Update cloud SSL certificate,https://static.tp-link.com/upload/firmware/2022/202207/20220720/AD7200(EU_US)_V2.0_210430.zip
TpLink,AD7200,AD7200(EU)_V2_170103,2017-01-03,,"Modifications and Bug Fixes: Bug Fixed: Fixed the bug that LAN device may drop connection sometimes. Notes: 1.For Talon AD7200_V1&V2. 2. Please unplug the USB device when upgrading the firmware. 3. It is NOT suggested to upgrade firmware which is not for your region. If this site is not for your region, please click here to choose your own region and download the most suitable firmware version.",https://static.tp-link.com/AD7200(EU)_V2_170103.zip
TpLink,Archer C3150,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C3150,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C3150,USB_Printer_Controller_Utility_Windows,2017-02-15,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C3150,Archer C3150(EU)_V2_220919,2023-10-13,,Bug Fixed: 1. Fixed some security issues. 2. Fixed the bug that parental control doesn't take effect.,https://static.tp-link.com/upload/firmware/2023/202310/20231013/Archer_C3150(EU)_V2_230919.zip
TpLink,Archer C3150,Archer C3150(EU)_V2_2.2.0 Build 220330,2022-07-13,,Release note: 1.For Archer C3150(EU)2.0 2.Update cloud SSL certificate,https://static.tp-link.com/upload/firmware/2022/202207/20220713/Archer_C3150_V2_220331.zip
TpLink,Archer C3150,Archer C3150(EU)_V2_170927,2017-09-27,,Modifications and Bug Fixes: Bug Fixed/Enhancement 1. Fixed the Remote Management bug working with TP-Link DDNS. 2. Fixed the bug that iOS client failed to connect to OpenVPN server. 3. Fixed the Multi Language error in Italian. 4. Improved IPTV performance.,https://static.tp-link.com/2017/201711/20171117/Archer C3150(EU)_V2_170927.zip
TpLink,Archer AX12,Archer AX12(EU)_V1_1.1.22 Build 20240311,2024-04-15,,Bug Fixes: 1. Fix the bug that wireless settings would reset after firmware upgrade in AP mode; 2. Fix the bug that restoring a backup file would overwrite the WAN port MAC address.,https://static.tp-link.com/upload/firmware/2024/202404/20240415/Archer AX12(EU)_V1_240311.zip
TpLink,Archer AX12,Archer AX12(EU)_V1_1.1.21 Build 20231127,2023-12-21,,Modifications: 1.Add CWMP. 2.Increased the stability of roaming when multiple access points are connected.,https://static.tp-link.com/upload/firmware/2023/202312/20231221/Archer AX12(EU)_V1_231127.zip
TpLink,Archer AX12,Archer AX12(EU)_V1_1.0.25 Build 20230809,2023-09-21,,Modifications and Bug Fixes 1. Improve the EasyMesh function; 2. Fixed the bug that L2TP connection is unstable.,https://static.tp-link.com/upload/firmware/2023/202309/20230921/Archer AX12(RU&EU)_V1_230809.zip
TpLink,Archer C5400X,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C5400X,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C5400X,USB_Printer_Controller_Utility_Windows,2016-11-18,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C5400X,Archer C5400X(EU)_V1_1.1.6 Build 20231010,2023-11-01,,Note: Enhanced the system stability.,https://static.tp-link.com/upload/firmware/2023/202311/20231101/Archer C5400X(EU)_V1_231010.zip
TpLink,Archer C5400X,Archer C5400X(EU)_V1_1.1.5 Build 20230906,2023-09-15,,Fixed the bug that parental control doesn't take effect.,https://static.tp-link.com/upload/firmware/2023/202309/20230915/Archer C5400X(EU)_V1_230906.zip
TpLink,Archer C5400X,Archer C5400X(EU)_V1_1.1.4 Build 20230801,2023-08-31,,This update is recommended for all users and provides important security updates. Modifications and Bug Fixes 1. Enhance device security; 2. Improve the stability of the equipment.,https://static.tp-link.com/upload/firmware/2023/202308/20230831/Archer C5400X(JP&EU)_V1_230801.zip
TpLink,Archer C5400,USB_Printer_Controller_Utility_Mac,2022-02-21,,,https://static.tp-link.com/upload/software/2022/202202/20220221/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C5400,USB_Printer_Controller_Utility_Mac,2018-10-29,,,https://static.tp-link.com/2018/201810/20181029/TP-LINK USB Printer Controller Installer.zip
TpLink,Archer C5400,USB_Printer_Controller_Utility_Windows,2016-11-24,,,https://static.tp-link.com/USB_Printer_Controller_Utility_Windows_1479888897042h.zip
TpLink,Archer C5400,Archer C5400(EU)_V2_1.2.9 Build 20230907,2023-09-15,,Bug Fixed: 1. Fixed some security issues. 2. Fixed the bug that parental control doesn't take effect.,https://static.tp-link.com/upload/firmware/2023/202309/20230915/Archer C5400(EU)_V2_230907.zip
TpLink,Archer C5400,Archer C5400(EU)_V2_1.2.6 Build 20220511,2022-07-15,,Release note: 1.For Archer C5400(EU)2.0 2.Update cloud SSL certificate,https://static.tp-link.com/upload/firmware/2022/202207/20220715/Archer C5400(EU)_V2.0_220511.zip
TpLink,Archer C5400,ArcherC5400(EU)_V2_210308,2021-05-08,,The homecare module is optimized to solve the problem of speed issue in a specific environment,https://static.tp-link.com/upload/firmware/2021/202109/20210917/ArcherC5400_V2_210308 .zip
TpLink,Archer AX58,Archer AX58(EU)_V2_1.0.3 Build 20240123,2024-03-06,,Modifications: Enhanced device security; Enhanced device stability.,https://static.tp-link.com/upload/firmware/2024/202403/20240306/Archer AX58(EU)_V2_240123.zip
TpLink,Archer AX58,Archer AX58(EU)_V2_1.0.2 Build 20231124,2023-12-21,,First firmware released.,https://static.tp-link.com/upload/firmware/2023/202312/20231221/Archer AX58(EU)_V2_231124.zip
TpLink,Archer AX18,Archer AX18(EU)_V1_1.1.21 Build 20231127,2024-02-04,,New Features/Enhancements: 1.Add Support for CWMP. 2.Improve system safety. Bug Fixes: Fix the bug of wireless connection abnormality in AP mode.,https://static.tp-link.com/upload/firmware/2024/202402/20240204/Archer AX18(EU)_V1_231127.zip
TpLink,Archer AX18,Archer AX18(EU)_V1_1.0.25 Build 20230809,2023-09-25,,Modifications and Bug Fixes 1. Improve the EasyMesh function; 2. Fixed the bug that L2TP connection is unstable.,https://static.tp-link.com/upload/firmware/2023/202309/20230925/Archer AX18(EU)_V1_230809.zip
TpLink,Archer AX18,Archer AX18(EU)_V1_1.0.20 Build 20230616,2023-08-15,,First firmware released.,https://static.tp-link.com/upload/firmware/2023/202308/20230815/Archer AX18(EU)_V1_230616.zip
TpLink,Archer AX1500,Archer AX1500(EU)_V1.20_1.3.10 Build 20240130,2024-04-17,,New Features/Enhancements 1. Optimized the EasyMesh feature; 2. Improved the system security. Bug Fixes: 1. Fix various network connectivity bugs; 2. Fix several wireless-related bugs; 3. Fix some display-related bugs on the web interface; 4. Fix the bug that the TR-069 connection would be interrupted when port forwarding was enabled; 5. Fix the bug that AP isolation was not functioning; 6. Fix the bug that the router was unable to send system logs when using Microsoft Outlook.,https://static.tp-link.com/upload/firmware/2024/202404/20240417/Archer AX1500_240130.zip
TpLink,Archer AX1500,Archer AX1500(EU)_V1.20_1.3.9 Build 20230728,2023-08-16,,Note: 1. Enhanced system stability; 2. Fixed some bugs related to the multicast; 3. Fixed the 2.4G wireless compatibility issue with Samsung M2880FW Printer.,https://static.tp-link.com/upload/firmware/2023/202308/20230816/Archer AX1500(EU)_V1.2_230728.zip
TpLink,Archer AX1500,Archer AX1500(EU)_V1.20_1.3.8 Build 20230619,2023-07-21,,Modifications and Bug Fixes 1. Added support for EasyMesh with ethernet backhaul; 2. Fixed the bug that PPPoE v6 cannot dial; 3. Enhance device security.,https://static.tp-link.com/upload/firmware/2023/202307/20230721/Archer AX1500_230619.zip
TpLink,Archer AX20,Archer AX20(EU)_V3_1.1.4 Build 20230219,2023-03-17,,New Features/Enhancement: 1. Added EasyMesh feature; 2. Added Google Assistant feature; 3. Added Access Time Control and Bandwidth Control feature on Guest Network; 4. Added Advanced Wireless Settings on Tether App; 5. Added Speed Limit feature; 6. Added new time zones into the system time feature; 7. Increase the maximum number of entries for port forwarding to 64; 8. Optimize the client list UI; 9. Optimize the HomeShield feature. Bug Fixed: 1. Fixed some security issues.,https://static.tp-link.com/upload/firmware/2023/202303/20230317/Archer AX20(EU)_V3_230219.zip
TpLink,Archer AX20,Archer AX20(EU)_V3_1.1.2 Build 20221016,2022-12-26,,Improved the stability of the system.,https://static.tp-link.com/upload/firmware/2022/202212/20221226/Archer AX20(EU)_V3_221016.zip
