Vendor,Model,Version,Date,Checksum,Description,Download
Netgear,WNDR4300,V1.0.1.60 (All regions except Russia and China),11/28/2016,,"Supports “AP mode auto detection”., Supports “ACL”., Supports “No-IP for DDNS”., Supports “ASCII input in WEP network key”., WiFi certifited., Supports 3TB HDD with MBR partition table., Supports 5G DFS channel for United States, Canada, Europe and Australia/New Zealand., Allows same SSID input for 2.4G and 5G., Removed WEP passphrase, IPv6 readylogo test pass., Supports PPPoEv6 connection status and IP information display., Fixed security vulnerabilities CVE-2013-3069, CVE-2013-3070, CVE-2013-3071, CVE-2013-3073, CVE-2013-3074, , [CVE-2013-3069] Multiple Cross-Site Scripting (XSS): Requires Authentication to set and enable., [CVE-2013-3070] Secuirty-Information Disclosure: Unauthenticated attackers can make a request to the management web interface to disclose the PSK of the wireless LAN., [CVE-2013-3071] Security-Authentication Bypass: An unauthenticated attacker can send a request to the management web interface which breaks HTTP Basic Authentication and any subsequent requests to the router are now authenticated., [CVE-2013-3073] USB Security vulnerability: A symbolic link can be created on the SMB share which grants access to the root file system., [CVE-2013-3074] DLNA: The minidlna server will crash when accessing a non-existent file such as, , Fixed security vulnerabilities reported in “The Shadow File” blog post., Fixed “2GB file size file can’t be seen over FTP access to attached USB storage., Fixed “Help & Support Links redirects to, issue., Fixed “Stop logging” issue., Fixed “Associated wireless client is not listed in attached device”., Fixed “WPS in progress dialog blocks the wireless setting change” issue., Enhanced WiFi on/off mechanism to be more user friendly., The WMP12 (windows media player) as DLNA client may take longer time to get file list or can not get file list from the WNDR4300 attached USB storage while WNDR4300 acts as DLNA server if this USB storage has too many files.",https://www.downloads.netgear.com/files/GDC/WNDR4300/WNDR4300_V1.0.1.60.zip
Netgear,WNDR3700v3,1.0.0.38,11/28/2016,,"Fixed genie Login failure in AP mode with fixed IP address., Patch for security hole fix",https://www.downloads.netgear.com/files/GDC/WNDR3700V3/WNDR3700v3-V1.0.0.38_1.0.31.zip
Netgear,WNDR3400v2,1.0.0.38,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V2/WNDR3400v2_V1.0.0.38_1.0.61.zip
Netgear,WNDR3700v3,1.0.0.30,11/28/2016,,"SQLi (mini DLNA module) security fix., Gateway IP on different subnet (RU/32 mask).",https://www.downloads.netgear.com/files/GDC/WNDR3700V3/WNDR3700v3-V1.0.0.30_1.0.27.zip
Netgear,WNDR3400v3,1.0.1.4,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V3/WNDR3400v3-V1.0.1.4_1.0.52.zip
Netgear,WNDR3400v3,1.0.0.38,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V3/WNDR3400v3-V1.0.0.38_1.0.40.zip
Netgear,WNDR3400v3,1.0.1.2,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V3/WNDR3400v3-V1.0.1.2_1.0.51.zip
Netgear,WNDR3400v3,1.0.0.48,10/19/2018,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V3/WNDR3400v3-V1.0.0.48_1.0.48.zip
Netgear,WNDR3400v3,1.0.0.46,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V3/WNDR3400v3-V1.0.0.46_1.0.45.zip
Netgear,WNDR3400v3,1.0.0.22,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V3/WNDR3400V3_V1.0.0.22_1.0.29.zip
Netgear,WNDR3700v2,V1.0.1.14,11/28/2016,,"Fixed the security hole issue (CVE-2013-3069, CVE-2013-3073,CVE-2013-3074), NTFS write performance (upload to WNDR3700 attached USB storage) is much slower than read no matter using samba or FTP. FTP read is 5 times faster than write. Samba (ie. access network drive via windows) read is 2 times faster than write., Sometimes clicking “Safely remove USB device” button can't remove USB storage safely., , Make sure you are not accessing the attached USB device and the LED on USB device is not blinking (it means no one is accessing it). Then you need to remove the USB device directly and ignore the message about “remove USB device failure) from web GUI., Traffic meter – Traffic volume control is not accurate due to sampling rate. It may exceed the limit., , Set a proper number in “Mbytes before the monthly limit is reached” in the traffic control.",https://www.downloads.netgear.com/files/GDC/WNDR3700V2/WNDR3700v2_WNDR37AVv2-V1.0.1.14.zip
Netgear,WNDR3400v2,1.0.0.52,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3400V2/WNDR3400v2-V1.0.0.52_1.0.81.zip
Netgear,WNDR3700v3,1.0.0.36,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3700V3/WNDR3700v3-V1.0.0.36_1.0.30.zip
Netgear,WNDR3700v4,1.0.2.78 (Except China and Russia Only),11/28/2016,,"New European Union regulation support., Supports NETGEAR DDNS (My NETGEAR)., Supports AP mode detection., Enhanced ACL support., Supports 5G DFS channels in US, Canada, Europe and Australia., Supports EXT4., Changed WiFi on/off button behavior., Supports ASCII input for WEP security type., Removed WEP passphrase., Supports MBR over 3TB HDD., Added port field to make SMTP outgoing mail server port is editable., Added GPL help url link in the web GUI., Changed WiFi passphrase to “Password (Network Key)”., Removed WDS support., IPv6 Readylogo support, Fixed “Can’t see a file or upload a file via FTP access if the file size is over 2GB on attached USB storage., Fixed “Reboot the router to make the wireless on again even the wireless is turned off by schedule”., Fixed “Can’t enable wireless radio manually after the radio is turned off by schedule”., Fixed “Can’t turn off wireless signal by schedule if router is in AP mode”., Fixed “Attached device help bar shows error”., Fixed “Stop logging issue”., Fixed “Hair pin bug in port forwarding – the hair pin function can’t work when the external port and internal port are the same.”, Fixed “Unable to see “Quantum Scales” wireless device in attached devices., Fixed “WPS in progress bug which causes wireless setting can’t be applied”., Fixed “Can’t apply same SSID in 2.4G and 5G”, Fixed “USB LED blinking behavior after USB device attached”, Fixed “Can’t find FAT32 folder of attached USB storage through router’s FTP”., Fixed “Incorrect CSS styling display”., Fixed “Same MAC address shows multiple times in ACL”., Fixed “Genie network map can’t work”., Fixed “WAN IPv6 PPPoE DNS address has incorrect display”., Fixed the “ReadySHARE Storage” in the administration web GUI should not have underline., The WMP12 (windows media player) as DLNA client may take longer time to get file list or cannot get file list from the WNDR3700v4 attached USB storage while WNDR3700v4 acts as DLNA server if this USB storage has too many files.",https://www.downloads.netgear.com/files/GDC/WNDR3700V4/WNDR3700v4-V1.0.2.78.zip
Netgear,WNDR3700v5,1.0.1.17,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3700V5/WNDR3700v5_V1.0.0.17_1.0.1_FW.zip
Netgear,WNDR3700v5,1.1.0.30,04/27/2023,,,https://www.downloads.netgear.com/files/GDC/WNDR3700V5/WNDR3700v5-V1.1.0.30_1.0.1_FW.zip
Netgear,WNDR3700v5,1.1.0.32,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/WNDR3700V5/WNDR3700v5_FW_V1.1.0.32_1.0.1.zip
Netgear,DST6501 – Add on DST Adapter for Nighthawk R7300,1.0.0.36,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/DST6501/DST6501-V1.0.0.36.zip
Netgear,D6000 – AC750 WiFi Modem Router - 802.11ac Dual Band Gigabit,1.0.0.47,11/28/2016,,Fixed genie security bug,https://www.downloads.netgear.com/files/GDC/D6000/D6000-V1.0.0.47_1.0.1_FW.zip
Netgear,D6000 – AC750 WiFi Modem Router - 802.11ac Dual Band Gigabit,1.0.0.68,01/29/2018,,Fixed security issues.,https://www.downloads.netgear.com/files/GDC/D6000/D6000_V1.0.0.68_1.0.1.zip
Netgear,D6000 – AC750 WiFi Modem Router - 802.11ac Dual Band Gigabit,1.0.0.49,11/28/2016,,Supports Annex M ADSL connection,https://www.downloads.netgear.com/files/GDC/D6000/D6000_FW_V1.0.0.49_1.0.1.zip
Netgear,D6400 – AC1600 WiFi VDSL/ADSL Modem Router,1.0.0.38,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6400/D6400-V1.0.0.38_1.1.38.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.30,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-Firmware-_V1.0.0.30-1.0.30.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.1.44,11/28/2016,,"Bug fix for GUI and message pop up display error., Other minor bug fixes.",https://www.downloads.netgear.com/files/GDC/D7000/D7000_FW_V1.0.1.44_1.0.1.zip
Netgear,D6400 – AC1600 WiFi VDSL/ADSL Modem Router,1.0.0.44,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6400/D6400-V1.0.0.44_1.0.44.zip
Netgear,D6400 – AC1600 WiFi VDSL/ADSL Modem Router,1.0.0.52,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6400/D6400-V1.0.0.52_1.0.52.zip
Netgear,D6400 – AC1600 WiFi VDSL/ADSL Modem Router,1.0.0.34,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6400/D6400_V1.0.0.34_1.3.34.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.0.16,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7000/D7000-V1.0.0.16_1.0.1.zip
Netgear,DGN2200v1 – N300 Wireless ADSL2+ Modem Router,1.0.0.52,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/DGN2200/DGN2200-V1.0.0.52_7.0.52.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.0.38,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7000/D7000-V1.0.0.38_1.0.1.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.0.14,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7000/D7000-V1.0.0.14_1.01.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.1.42,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7000/D7000_FW_V1.0.1.42_1.0.1.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.0.26,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7000/D7000-V1.0.0.26_1.0.1.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.0.18,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7000/D7000-V1.0.0.18_1.0.1.zip
Netgear,D7000 – Nighthawk AC1900 WiFi VDSL/ADSL Modem Router,1.0.0.32,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7000/D7000-V1.0.0.32_1.0.1.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.24 (All Regions Except NA),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300_V1.0.0.24-1.0.24.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.72 (All Regions Except NA & Germany),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-Firmware_-V1.0.0.72_1.0.72.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.42 (All Regions Except NA & Germany),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-Firmware_-V1.0.0.42-1.0.42.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.76 (All Regions Except NA & Germany),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-V1.0.0.76_1.0.76.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.96 (All Regions Except NA & Germany),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-V1.0.0.96_1.1.96.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.16,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-Firmware_-V1.0.0.16_1.0.16.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.88 (All Regions Except NA & Germany),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-V1.0.0.88-1.0.88.zip
Netgear,D6300 – WiFi ADSL Modem Router,1.0.0.90 (All Regions Except NA & Germany),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6300/D6300-V1.0.0.90_1.0.90.zip
Netgear,D6400 – AC1600 WiFi VDSL/ADSL Modem Router,1.0.0.54,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6400/D6400_FW_V1.0.0.54_1.0.54.zip
Netgear,D6400 – AC1600 WiFi VDSL/ADSL Modem Router,1.0.0.22,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6400/D6400_V1.0.0.22_1.0.22.zip
Netgear,D7800 – AC2600 WiFi VDSL/ADSL Modem Router,1.0.0.44,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7800/D7800_V1.0.0.44_FW.zip
Netgear,D7800 – AC2600 WiFi VDSL/ADSL Modem Router,1.0.1.16,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7800/D7800_FW_V1.0.1.16.zip
Netgear,D7800 – AC2600 WiFi VDSL/ADSL Modem Router,1.0.0.40,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7800/D7800_V1.0.0.40_FW.zip
Netgear,D7800 – AC2600 WiFi VDSL/ADSL Modem Router,1.0.0.48,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7800/D7800_V1.0.0.48.zip
Netgear,D7800 – AC2600 WiFi VDSL/ADSL Modem Router,1.0.0.38 (Initial Release),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7800/D7800_V1.0.0.38_FW.zip
Netgear,D7800 – AC2600 WiFi VDSL/ADSL Modem Router,1.0.0.46,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D7800/D7800_FW_V1.0.0.46.zip
Netgear,D6220 – WiFi VDSL2/ADSL2+ Modem Router,1.0.0.16,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6220/D6220-V1.0.0.16_1.0.16.zip
Netgear,D6200 – WiFi DSL Modem Router,1.1.00.09 (All Regions except Germany),11/28/2016,,,https://www.downloads.netgear.com/files/GDC/D6200/D6200_V1.1.00.09-1.00.09.zip
Netgear,D6200 – WiFi DSL Modem Router,1.1.00.17,11/28/2016,,"Fixed the issue where after changing the router's default GUI password to a different password, unable to start the debug function using thinclient, Fixed the issue where in NETGEAR desktop genie, set traffic meter restarts to last day, however in router's GUI shows the first day of the next month, Fixed SOAP UI run set time zone, router response 702, Fixed the issue where using NETGEAR desktop genie, changing the 2.4GHz wireless security mode to WPA2 or Mixed mode will fail, Fixed v16 ADSL driver compile error",https://www.downloads.netgear.com/files/GDC/D6200/D6200-V1.1.00.17_1.00.17.zip
Netgear,D6200 – WiFi DSL Modem Router,1.1.00.20,11/28/2016,,"Fixes the issue where the wireless will be disabled,when the region is assigned as WW in flash., Fixes the issue in currentsetting.htm page where the region field always shows WW even if other region is assigned., Removed debug file /tmp/yuziven1 and fixed unterminated try when checkfw fail.",https://www.downloads.netgear.com/files/GDC/D6200/D6200-V1.1.00.20_1.00.20.zip
Netgear,D6200 – WiFi DSL Modem Router,1.1.00.22,05/09/2023,,Fixed security issues.,https://www.downloads.netgear.com/files/GDC/D6200/D6200_V1.1.00.22_1.00.22.zip
Netgear,D6200 – WiFi DSL Modem Router,1.1.00.14,11/28/2016,,"Fixed - The reboot button on genie works abnormally., Fixed - Safari can not change GUI language., Disabled wireless power save function., Fixed GUI can not upload string table with hidden page., Fixed the TCP port 32764 issue.",https://www.downloads.netgear.com/files/GDC/D6200/D6200-V1.1.00.14-1.00.14.zip
Netgear,EX6130 – AC1200 WiFi Range Extender,1.0.0.12,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/EX6130/EX6130-V1.0.0.12_1.0.7.zip
Netgear,LG2200D - U.S. Cellular® 4G LTE™ Router,0.1.2.74,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/LG2200D/D15G7_CPU_V74_01_20150427.zip
Netgear,GS108PEv3,2.00.05,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108PEV3/GS108PEv3_V2.00.05.zip
Netgear,GS110TPv2,5.4.2.25,11/28/2016,,"Port PVID (Switching > VLAN > Advanced > Port PVID Configuration) does not automatically changed back to 1 after its associated VLAN is deleted., , Manually change the PVID back to 1., Combined MAC and IP ACL do not work with double VLAN tagged traffic., Using the Download Link below, download and extract the new firmware to a convenient place such as your desktop. The filename after extracting is, , , , , Please follow the instructions provided in, to upgrade the firmware.",https://www.downloads.netgear.com/files/GDC/GS110TP/GS108Tv2_GS110TP_V5.4.2.25.zip
Netgear,GS116Ev2,2.0.0.31,11/28/2016,,,https://downloadcenter.netgear.com/en/product/GS116Ev2
Netgear,GS108Ev3,2.00.07,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108EV3/GS108Ev3_V2.00.07.zip
Netgear,GS108Ev3,2.00.05,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108EV3/GS108Ev3_V2.00.05.zip
Netgear,GS105Ev2,1.4.0.6,11/28/2016,,"Changed the Flow Control (System > Status > Switch Status) default setting from enabled to disabled., Fixed the problem where the port 1 will link at 100M instead of 1000M after upgrading the firmware to version v1.4.0.2., Fixed the problem where the pixel errors are observed when watching video from internet through GS105Ev2., Switch configuration will be kept after upgrading the firmware to v1.4.0.2, but the configuration file previously saved on the PC cannot be restored after the FW is upgraded to v1.4.0.2",https://www.downloads.netgear.com/files/GDC/GS105EV2/GS105Ev2_V1.4.0.6.zip
Netgear,GS105Ev2,1.4.0.9,11/28/2016,,"Fixed the security vulnerability issue related to XSS (Cross-Site Scripting) and CSRF (Cross-Site request forgery) attacks.., Fixed the security vulnerability issue where the web login session ID is predictable., Switch configuration will be kept after upgrading the firmware to v1.4.0.2, but the configuration file previously saved on the PC cannot be restored after the FW is upgraded to v1.4.0.2 or newer version.",https://www.downloads.netgear.com/files/GDC/GS105EV2/GS105Ev2_V1.4.0.9.zip
Netgear,GS105Ev2,1.3.0.1,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS105EV2/GS105Ev2_V1.3.0.1.zip
Netgear,GS105Ev2,1.3.0.3,11/28/2016,,Fixed the problem that DHCP mode shows disabled on Web GUI even though it is actually enabled.,https://www.downloads.netgear.com/files/GDC/GS105EV2/GS105Ev2_V1.3.0.3.zip
Netgear,GS108Ev3,2.00.03,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108EV3/GS108Ev3_V2.00.03.zip
Netgear,GS108Ev3,2.00.08,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108EV3/GS108Ev3_V2.00.08.zip
Netgear,GS105PE,1.4.0.2,11/28/2016,,"Fixed the problem where the configuration file saved from Web GUI cannot be restored via ProSAFE Plus Configuration Utility and vice versa, , Please upgrade your ProSAFE Plus Configuration Utility to version V2.3.5 in order to use the configuration file saved using Web GUI from v1.4.0.2 firmware, Switch configuration will be kept after upgrading the firmware to v1.4.0.2, but the configuration file previously saved on the PC cannot be restored after the FW is upgraded to v1.4.0.2",https://www.downloads.netgear.com/files/GDC/GS105PE/GS105PE_V1.4.0.2.zip
Netgear,GS105PE,1.3.0.1,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS105PE/GS105PE_V1.3.0.1.zip
Netgear,GS105PE,1.4.0.6,11/28/2016,,"Changed the Flow Control (System > Status > Switch Status) default setting from enabled to disabled., Fixed the problem where the port 1 will link at 100M instead of 1000M after upgrading the firmware to version v1.4.0.2., Fixed the PoE interoperability issue with certain PoE+ PSE or injector devices like Meraki MS220-8P, Intellinet 560566, and HP JG350A.  GS105PE will initially show it is being powered by 802.3at PSE (right LED of port 5 is green) with those devices. Then, it will change to 802.3af power (right LED of port 5 turns to yellow) few seconds later., Switch configuration will be kept after upgrading the firmware to v1.4.0.2, but the configuration file previously saved on the PC cannot be restored after the FW is upgraded to v1.4.0.2",https://www.downloads.netgear.com/files/GDC/GS105PE/GS105PE_V1.4.0.6.zip
Netgear,GS105PE,1.3.0.3,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS105PE/GS105PE_V1.3.0.3.zip
Netgear,GS105PE,1.4.0.9,11/28/2016,,"Fixed the interoperability issue when GS105PE is being powered by PoE+ PSE Juniper EX2200-C. The symptom is that GS105PE would initially show it is being powered by 802.3at (ie. right LED of port 5 is green color). Then, it would change to 802.3af power (ie. right LED of port 5 turns to yellow color) a few seconds later., Fixed the security vulnerability issue related to XSS (Cross-Site Scripting) and CSRF (Cross-Site request forgery) attacks., Fixed the security vulnerability issue where the web login session ID is predictable., Switch configuration will be kept after upgrading the firmware to v1.4.0.2, but the configuration file previously saved on the PC cannot be restored after the FW is upgraded to v1.4.0.2 or newer version.",https://www.downloads.netgear.com/files/GDC/GS105PE/GS105PE_V1.4.0.9.zip
Netgear,GS108PEv3,2.00.03,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108PEV3/GS108PEv3_V2.00.03.zip
Netgear,GS108PEv3,2.00.07,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108PEV3/GS108PEv3_V2.00.07.zip
Netgear,GS108PEv3,2.00.08,11/28/2016,,,https://www.downloads.netgear.com/files/GDC/GS108PEV3/GS108PEV3_V2.00.08.zip
Netgear,GS110TPv2,5.4.2.11,11/28/2016,,"Fixed the issue that SCCD (Smart Control Center Discovery) Utility cannot discover the device when its DHCP lease time has expired., Fixed the issue that VLAN does not change via RADIUS VLAN assignment unless bring the link down and up., Port PVID (Switching > VLAN > Advanced > Port PVID Configuration) does not automatically changed back to 1 after its associated VLAN is deleted., , Manually change the PVID back to 1., Combined MAC and IP ACL do not work with double VLAN tagged traffic., Using the Download Link below, download and extract the new firmware to a convenient place such as your desktop. The filename after extracting is, , , , Please follow the instructions provided in, to upgrade the firmware.",https://www.downloads.netgear.com/files/GDC/GS110TP/GS108Tv2_GS110TP_V5.4.2.11.zip
Netgear,FS728TPv2,5.0.2.39.,11/28/2016,,"Fixed the issue that some configuration settings do not take effect after downloading the configuration file until the device is rebooted manually., Fixed the problem that LAG interface cannot be selected as Source or Destination Port Members in Security > Traffic Control > MAC Filter > MAC Filer Configuration page., Fixed the issue that when an FS728TPv2 and 2 layer 3 switches form VRRP network, FS728TPv2 can’t be managed once the active connection is broken and the backup connection becomes active., Fixed the issue that if queue ID other than 0 (eg. queue 2) is selected when configuring minimum bandwidth for all ports (QoS > Advanced > Interface Queue Configuration), the minimum bandwidth will be set in queue 0., Fixed the issue that SNMPv3 Engine ID is not unique.",https://www.downloads.netgear.com/files/GDC/FS728TPv2/FS728TPv2_v5.0.2.39.zip
Netgear,WC7600v1,4.0.0.33,07/08/2020,,"Fixed for AP reboot issues reported by WC7520 products customers, Fixed for L3 roaming deployment, broadcast/multicast packets are forwarded to controller and causes controller to reboot, reported by WC9500 product customers, Configuration > Security > Advance > Mac ACL Import issue reported by WC9500 product customers, SNMP traps are not supported in WC7600 firmware., Wireless client separation feature do not work when clients are connected on different AP’s on same profile., Captive portal unauthenticated clients can able to send and receive multicast traffic., Captive portal authenticated clients require re-authentication when roaming from Primary Controller managed AP to Save Controller managed AP or vice versa., Wireless fixed data rate setting for WNDAP660/WNDAP620 not supported. This firmware will support only “Best” data rate.",https://www.downloads.netgear.com/files/GDC/WC7600/WC7600-Firmware-v4.0.0.33.zip
Netgear,WC7600v1,4.1.0.13,07/08/2020,,"AP reboot fixes reported by WC9500 product customers., Fixed for AP reboot issues reported by WC7520 products customers., Fixed for L3 roaming deployment, broadcast/multicast packets are forwarded to controller and causes controller to reboot, reported by WC9500 product customers., Configuration > Security > Advance > Mac ACL Import issue reported by WC9500 product customers, SNMP traps are not supported in WC7600 firmware., Wireless client separation feature do not work when clients are connected on different APs on same profile., Captive portal unauthenticated clients can able to send and receive multicast traffic., Captive portal authenticated clients require re-authentication when roaming from Primary Controller managed AP to Save Controller managed AP or vice versa., Wireless fixed data rate setting for WNDAP660/WNDAP620 not supported. This firmware will support only Best data rate.",https://www.downloads.netgear.com/files/GDC/WC7600/WC7600_V4.1.0.13.zip
Netgear,WC7600v1,5.0.0.32,07/08/2020,,"Fixes for vulnerabilities while accessing the admin page., Controller booting failures when external USB dongle is attached to the controller., Fixes few of the reported AP crashers from field., Remote AP improvements., Usage graph fixes., Fixes to AP370 Ethernet crashes., AP660 reboot when multicast video streaming is in progress., SNMP traps are not supported in WC7600 firmware., Wireless client separation feature do not work when clients are connected on different APs on same profile., Captive portal unauthenticated clients can able to send and receive multicast traffic., Captive portal authenticated clients require re-authentication when roaming from Primary Controller managed AP to Save Controller managed AP or vice versa., Wireless fixed data rate setting for WNDAP660/WNDAP620 not supported. This firmware will support only Best data rate.",https://www.downloads.netgear.com/files/GDC/WC7600/WC7600_FW_V5.0.0.32.zip
Netgear,WC7600v1,5.0.0.26,07/08/2020,,"SNMP traps are not supported in WC7600 firmware., Wireless client separation feature do not work when clients are connected on different APs on same profile., Captive portal unauthenticated clients can able to send and receive multicast traffic., Captive portal authenticated clients require re-authentication when roaming from Primary Controller managed AP to Save Controller managed AP or vice versa., Wireless fixed data rate setting for WNDAP660/WNDAP620 not supported. This firmware will support only Best data rate.",https://www.downloads.netgear.com/files/GDC/WC7600/wc7600_V5.0.0.26.zip
Netgear,WC9500,5.1.0.18,11/28/2016,,"Fixes the AP370 upgrade issue from 4.x and 5.0.x to 5.1.0.17., Fixes the UI display bug “Monitoring:AP:Details” which shows incorrect SSID for clients., Improvements in Captive portal customization., Initial firmware upgrade from M1 (3.1.x.x) image, (one time for WC9500 M4 beta) needs to be done using TFTP or FTP method in, ., Radius proxy server in wireless controller may not work if there are managed AP’s in down state and its last know IP address matches with one of the connected and up AP in the same wireless controller., SNMP traps are not supported in the WC9500 M4 beta firmware., Wireless client separation features do not work when clients are connected on different AP’s on the same profile., Inconsistency in L2/L3 discovery for AP’s., By running the L2/L3 discovery multiple times, user can discover all AP’s., , Captive portal unauthenticated clients are able to send and receive multicast traffic., Captive portal authenticated clients require re-authentication when roaming from Master Controller managed AP to Save Controller managed AP or vice versa., Wireless fixed data rate setting for WNDAP660/WNDAP620 will not be supported., When the upgrade is from, to, and Admin password has any special characters (example:""P !@#$%^"" ), then, to alphanumeric only before upgrade (example : ""Password""). Make a configuration backup, upgrade, then after the upgrade you can configure your old password again in 5.x.x.x.",https://www.downloads.netgear.com/files/GDC/WC9500/WC9500_V5.1.0.18.zip
Netgear,WC9500,5.0.0.26,11/28/2016,,"Using the Download Link below, download and extract the new software to a convenient place such as your desktop., , , , Log into the WC9500, Read the below Caveats, if the upgrade is from a lower major release, Select, >, from the main/submenu., In the, section, select, and click, ., Locate the downloaded file and click, ., This will start the software upgrade to your WC9500.  This may take some time., At the conclusion of the upgrade,  WC9500 will reboot automatically., When the upgrade is from, to, and Admin password has any special characters (example:""P !@#$%^"" ),, then, to alphanumeric only before upgrade(example : ""Password""). Take Configuration backup, Upgrade., After the upgrade they can have their old password configured again in 5.x.x.x.",https://www.downloads.netgear.com/files/GDC/WC9500/WC9500_V5.0.0.26.zip
Netgear,WC9500,5.0.0.32,11/28/2016,,"Fixes for vulnerabilities while accessing the admin page., Controller booting failures when external USB dongle is attached to the controller., Fixes few of the reported AP crashers from field., Remote AP improvements., Usage graph fixes., Fixes to AP370 Ethernet crashes., AP660 reboot when multicast video streaming is in progress., Using the Download Link below, download and extract the new software to a convenient place such as your desktop., , , , Log into the WC9500, Read the below Caveats, if the upgrade is from a lower major release, Select, >, from the main/submenu., In the, section, select, and click, ., Locate the downloaded file and click, ., This will start the software upgrade to your WC9500.  This may take some time., At the conclusion of the upgrade,  WC9500 will reboot automatically., When the upgrade is from, to, and Admin password has any special characters (example:""P !@#$%^"" ),, then, to alphanumeric only before upgrade(example : ""Password""). Take Configuration backup, Upgrade., After the upgrade they can have their old password configured again in 5.x.x.x.",https://www.downloads.netgear.com/files/GDC/WC9500/WC9500_FW_V5.0.0.32.zip
